review,lable,
Jab wahan stage pe ja kar Hashir sahab ne apna case lara (???) aur Judge ne dobara chance denay ka jab inkar kar diya to Hashir sahab ne Section A ko E-Knights ka robot use karnay ki manzoori de di.,Positive,
Is robot ne bhi mazi (past) main maze solve ki thi.,Positive,
Aur ghabranay (???????) ki zyada zarorat nahi hai meray dosto.,Positive,
Aik American company aesi bhi hai jo sirf un ko leti hai jo fail huway hoon.,Positive,
Kehti theen k is mahinay ki 31 ko mangni karne ka irada rakhti hain aur ye k Khuwaaroon k Badshah salamat ko bhi daawat thi.,Positive,
"Ab BLUES CLUES to khelnay se to rahay, behtar ye jana k aik fehrist tayar ki jaye.",Positive,
Ufone per calls ka package tha Badshah salamat k walid sahab k phone per to isliyay CR sahiba se koi Ufone ka number manga.,Positive,
Akhir aik adad thank you apne sath le kr bahar nikle.,Positive,
Jb schematic bana chuke to aik aur banene ka socha.,Positive,
Better safe than sorry k raste pe chalte unhoon ne aik aur schematic bana dala.,Positive,
jab wo bhi ban gaya to socha k circuit bana hi lo.,Positive,
Kuch na hone se to behtar hi tha.,Positive,
mera tou dil agaya hai is jacket per. Bari achi stitching hui hai iski aur kapra bhee acha istemal kia hai.,Positive,
"Kafi rough si feel hai iski, pehney mein comfortable tou hai liken kapra itna naram nahi hai aur bhari mehsus hota hai.",Positive,
"bohat achi tee shirts hain yeh , bohat hi paayedar kapra hai aur naram b hai, pehen k bohat sukoon milta hai .. Size and fitting k hawale se b mjhe koi masla nahi hai, sb aik dm perfect laga mjhe! aur price k lehaz se tw best hai yeh bilkul",Positive,
"Mein iski fabric aur fitting se kaafi mutmaeen hoon kiunkay jitna comfortable is ka fabric hai, uska double impact user per parhta hai. Bilkul aik body shaper ki tarhan kaam karta hai aur slim fitting wali shirts ba-asani pehn sakta hoon ab :)",Positive,
"Bohot achay thay yeh, maine apnay liye hi mangwaye thay or kaafi achi quality hai. Asal mein aaj kal yeh fashion mein bhi hai ke fitted trousers hon toh yeh isliye mangwai maine. Comfortable bhi hai or jo maine price pay kari hai iske liye uske hisaab se bhi achay hain.,
",Positive,
Ye achi hain kafi bonanain bazar mein itni achi nae milti ye daraz per achi mil gai kafi.,Positive,
"Bohot outclass trousers hain! Mujhe toh is tarah ke fitted trousers kabse chahiye thya laken yahan markets mein yaa tou yeh bohot mehnge thay ya tou mil hi nahi rahay thay. Laken daraz.pk par itnay zabardast price mein mere ghar pe deliver kardiye gaye. yeh bohot zabardast hain inki fitting itni achi lagti hai pehn ke, ke kia bataun. Bilkul jis tarah dikhaye gaye hainn ye wese hi hain. Bus ek baat hai ke ye kapra araam de tou hai laken ye garmiyon mein pehnna zara mushkil hai kyunke thorha mota hai yeh kapra.,
",Positive,
"Trousers tou mashaAllah se bohat achay hain,. Hjaisay dikhaye the waisay hee deliver kiyay hain. Bohat aramday hain, aik baar pehnkay sukoon mein bethay rahao. Colours bhee mujhe pasand aye inkay. Blue aur neon Green wala Grey walay se behtar laga :) Rea",Positive,
Bohot achay thay ye trousers. Maine pehn ke bhi dekhen bhot achi fitting hai inki inse bohot mutmaeen hun mein. Yeh comfortable hai bohot.,Positive,
"Iss tshirt ki quality tou A1 thi aur material bhi first class tha magar bas mjhe 1 issue that ke iska jo front waala print tha who agar poora white hota tou maza ajata. Kyunke white ke background waalay colors jo hain who thora maza kharaab karta hain. Magar overall boht acha experience that aur tshirt boht achi hai.,
",Positive,
bohat lush hain teenoun shirts lekin meri sbse ziada favorite white wali hai . iska style kafi acha lagta hai aur kapra bohat hee munasib hai is mosam k lehaz se full sleeves bilkul tang nahi kartii .. aur fold kr k b rkhta hoon kabhi kabhi tw boht achi lagti hai .. size aur fitting b mjhe aik dm outclass ai thii! paison k lehaz se behtreen hai,Positive,
"Mien isko 5 mein se 5 doonga, na zyada na kam, shirts ki quality mujhe bohat pasand ayee hain , aur dono pe printing bhee bari heavy hui wee hai. Wrestling ka fan hoon mein aur yeh shirts na tou sirf fitting mein pasand ayeen lekin waisay bhee naram hain bari,
",Positive,
"Aj he milay hain mjhy ye 3 shorts , really jesa pic me ha same to same ha , quality se dar rha tha me but quality b wesy he hai jesi dikhai ha , first experience with daraz.pk and loved it agar koi info chahye yaqeen na aye to contact me @itz.sheri.sr7 (insta)",Positive,
"Bohot hi koi aala kism trousers thay yeh. Donon trousers bilkul wese hi hain jese daraz par pictures mein dikhaye gaye hain or iske ilawa ye bohot comfortable hai pehnne mein. Mein pura din yehhi pehn kar ghoomta rehta hun or sota bhi yehi pehn kar hun or fitting bhi achi hai.,
",Positive,
"Inn sweatpants ki baat karen tou ye pehnnay ke liye tou boht achi thi magar bas aik chota sa masla laga mjhe ke inki pockets boht choti thi aur pockets waala area jo tha who boht rough tha uske ilaawa tou color aur size waghaira bilkul sahi tha tou uss se koi shikayat nahi.,
",Positive,
acha hy.koi issue nai,Positive,
"Daraz bohat acha market hai , hmko bohat pasand hai.. is ne humain sahulat di hai bohat ziada aur koi b cheez hum ghar bethay aram se manga skte hain. Yeh sandal b bohat achi hai , humko pehenne mein bohat araamday lagi hai aur size ka b koi masla nahi hua hai . hum tw bohat khush hai is se aur isko poore number degaa :) Read more",Positive,
"humein yeh dono peshawari chappal pasand ayee. Dono colours bohat achay hain aur chamra bhee acha istemal kia hai, jis se paun mein takleef bhee nai hoti. Size bhee sahee hai, thora bara hai, lekin guzara hojata hai :)",Positive,
Bahut achi hai.,Positive,
yar such me ye chiz kamal he pehle mujhy lga k me ne apne paise waste kiye hin laikin ye wakai me zabardast he.heart rate sensor is 99 percent ok and step counter is not that good but i will give it 4 stars. aur han aik smart phone se connect karo tb hi 100 percent faida uta sako ge,Positive,
"yeh ghari mashaAllah bari achi lagi hai. Iska leather strap, iskay dial ka colour aur wazzan sab se mein mutmaeen hoon. Is se behtar ghari is price mein naheen hai :)",Positive,
"Dekhny mein to achi lag rhi ha,agy pta nahi kesi ha, aur pictures upload kry plz",Positive,
kamzor ankhon kay liay yeh bari achee aijaad hai. Ankhon pe isko pehnn kay zorr kam parhta hai. Lens ki quality bhee achee hai aur labay chalne ki umeed rakhta hoon kiunkay achi quality per mustamil hain yeh.,Positive,
bhot acha hei,Positive,
Kafi acha helmet hi,Positive,
"Mainay abhee tak isay pani may rakhnay ka tajarba nahee kia lakin mai iski quality say bilkul mutmain hun, meri bike ko yay achi tarhan puri cover kar dayta hai baghair kisi issue k aur kahee say phatnay k asraaat bhee nazar nahee aray ,meray khayal may qeemat bhee iski sahee hai aur quality bhee ,mitti bhee agar par jay ispay to wo araam say jhar jati hai ,cheez kaafi kaaam kee hai yay meray khayal may sahee qeemat may bhee.,
",Positive,
"Bari achi quality ka cover hai. Dhool mitti aur barish se bacha kar rakhtee hai aur kapre mein bee kissi tarhan ky chedd ya tear nai hai. Size thora bara hai, lekin chalta hai",Positive,
"Fit cheez hai yeh Bike cover. Barishon kay maheenay kay liay khareeda hai, aur yeh tou waqaii mein bike ko poora poora din khushk rakahy. Aur iskay kapre ki quality bhee bari achee hai",Positive,
"Masha Allah bohat acha hai yeh cover , kapre ki quality se mutmaeen hoon acha khasa mota hai bike ko dhool matti se tw bilkul mehfoos rakhta hai haan abhi pani me leja k dekha nahi lekin phir b acha hai yeh . Bike ko dhool matti se mehfoos rkhne k liye bilkul munasib cheez hai (Y),
",Positive,
"meine yeh cover apnee 70cc kay liay lkhareeda hai aur pooora poora size ka hai ispe. Dhoop, dhool mitti aur pani se bacha kar rakhta hai aur khud bhee quality is cover ki bohata chee hai aky bike ko thora sa bhee nuksan nai punchta aur ghar kay bahir jab parked ho tou uspe laga kar jata hoon :),
",Positive,
"Meine yehee Maximus ki HID do baar pehlay khareedi hui hain, aur kasam se, dono ka experience bohat hee acha tha. Bohat tez aur mazedar HIDs theen yeh aur aisi tez HID lights to meine dekhee bhee nai pehlay.,
,
Choaty se gaoun se taluq hai mera, yaha jo bhee hID hotee hain, 400 watt ki keh kar bechte hain , lekin hotee kuch 20 watt ki hain, lekin yeh maximus ki waqai mein 200 watt ki lagtee hai kiunkay bohat bright hai yeh. Mera car modification ka kaam hai aur meray customers ko yeh HID bohat pasand hai. mashaAllah se thoray se customers ne request kee hai inko yehee wali HID chayiey.,
,
Sath mein 6 maheenay ki warranty bhee hai, jo meine inko dee hui hai aur unki taraf se bhee kissi tarhan ki complain nai ayee. 6000 lumen hain ismein tou light kuch zyada hee blinding aur tez hai aur issi light ka hee sahee maza hai jab road pe lekay ghumein :D,
",Positive,
"Behtareen quality hai, bohat durable body hai jis sey andaza hota hai kay cheez payedar hai. Kaam mein bhi bohat effective hai.",Positive,
"Achi cheez hai yeh abhi tak toh theek chal rahi hai yeh kyunke meine ye daraz se mangwayi hai toh iska review toh banta hai. Iske monitor ke peche belt hay jo aap apnay hath pe lagaa kar ba-asaani apna blood pressure note kar saktay hain. Achi product hai 4 number dunga mein is product ko;,
",Positive,
"Mera dada ka bachpan ka ghar Bhati gate ke saamne bhi hai! Yeh acha hai, main paise kumar raha hun taake phone le lun iss saal.",Positive,
Yeh kab hota hai? Har hafta? Har raat? Mujhe bohat shauk lag gaya hai,Positive,
Kaafi saholat ho jaye ga aur tour guide aap ko sab jaghain dikha day ga.,Positive,
Walaikum Salam! Main theek hoon. Aaj maine kaam ke liye London se Switzerland tuk gaya. ,Positive,
"Sub din main angreizi bolta ta, liken abhi, mera hotel kamra se, main Urdy likh raha hoon. Mujhe maaza aya!",Positive,
"Yaar, yaha raat ho rhi hai aur kal subha nao bajhay se pehlay kaalij ja na hai, to mein yahan puri raat nahi baat sakta ?, baaral, bohoot hi accha kyaal hai he ye, khaas tor par hum ko faida hai jo yorup mein rehtay hai aur Urdu bolnay ka mauka mila ga to hum sekh saktay hai aapas se. Inshallah, aur aise cheesay kar na chaiye hai to Pakistan ki tehzeeb taraqi karay.",Positive,
"Ismail Pirzada saab, aap bohat acha kaam kar rahe hai.",Positive,
Shukria.,Positive,
Buht Shukria moderators iska.,Positive,
Ab yeh jagah apni apni lag rahi hay :D,Positive,
yay kya ho rha hai bhai yay kya ho rha hai? :3,Positive,
"ye thread kerne ka maqsad tamam shuraka ki raye daryaft kerna tha, agar ap sab log waqai purumeed hain k istra ki guftagu main dil'jami se shirkat kerein ge to ham tamam moderators ko koi masla nahin ise hafta-war silsila bnane pe.",Positive,
"TALIA, BOUTH KHOOB",Positive,
Aur bhaiyo or meri dosto kiya haal hai aap sub ka?,Positive,
"Bhabi theek thaak hai na, mujhe yaad to nahiin karti na?",Positive,
Unkay nana Haji  Hafiz Reheem Bhux deeni aur adabi hawalay say sehar kay moaziz aur qabilay ahtaram hashti thay,Positive,
Altaf Hussain kay  walid India mein station master thay,Positive,
General Yahya Khan ki hukumat nay lazmi fouji service ka aik mansubah national cadet service iskeem shuru kiya,Positive,
Ye tarbiyati course aik saal mein mokammal kar laynay kay baad app nay Intermediate ki sanad li,Positive,
anab Altaf Hussain  nay Karachi kay seven day hospital mein batour traine kam keya aur do Multinational  Medicine Companies mein bhi molazmat ki,Positive,
Jis mein sirf mahajir saiasat say hat kar tamam mazloom tabqoon ko aik hi plate form par jama karnay ki baat ki gaie ,Positive,
Altaf Hussain Aur Pakistani Siasat:Ye aik haqiqat hai kay Muttahida Qaumi Movement kay Quaid Janab Altaf Hussain nay Pakistani aqwam kay darmiyan faroye aur taa'sobi ikhtalafat ko khtam karnay ki har mumkin koshishein kein iss mein woh kafi had tak kamyab bhi hoye,Positive,
Qaumo kay mustaqbil ki tameer hukumrano kay haton mein nahi balkay quaideen kay fikar aur amal par hoti hai aur Altaf Hussain ka mison Pakistan kay mazloom quaim ki tameer ka mission hai,Positive,
 Awam nay inpar do martaba aitamad kartay hoye inhain muntakhab kia,Positive,
 Benazir Bhutto nay doraan-e-taleem  Oxford Union kay intakhabaat mein hissa liya aur union ki president muntakhab hoyein,Positive,
" Shadi kay baad bhi Benazer, Benazir Bhutto kehlati rahein",Positive,
17 August 1988 General Zia ul Haq ki hadsati maut kay baad munaqid honay wali 1988 kay intekhabaat mein Pakistan People’s Party nay numaya kamyabi hasil ki aur 34 saal ki umar mein Benazir Bhutto Pakistan ki tareekh ki kam umar tareen Wazeer-e-Azam ban gayein,Positive,
" 3 September, 1990 ko Benazir Bhutto aur unkay 10 wazra kay khelaf references pesh kiye gaye aur in kay sohar Ali Zardari Per kaye muqadmat qayem kar kay  inhein jail bhaj dia gaya",Positive,
" Agar chay kai shobah jaat mein bhetari bhi nazar aie maslan America ki taraf say Pakistan ko blake list say kharij kar diya gaya, Pakistan aur Hong Kong kay darmiyan shoba-e-tawanaie mein duniya kay sab say baray mohaiday per dastkhat huye jis ki maliyat sarhay sath arab dollar the aur France ki taraf say atomi bigly ghar farham karnay ka wada kya gaya",Positive,
 1997 kay intikhabat mein people’s party hayrat angaiz tour per nakam rahi aur qaumi assembly mein sirf 18 nisahshtain hasil kar sakein,Positive,
 Yeh baat qabile zikar hai kay iss dauran unpar Pakistani adalton mein koi ilzam sabit na ho saka,Positive,
" Emergency kay khatmay,TV channels say pabandi hatanay aur Supreme Court kay jujus ki bahali ka motalba kartay huye hukumat kay khaylaf tahrek chalanay ka alan keya",Positive,
 Iss kay alawa “Ittafaq Hospital” kay naam say aik hospital bhi qaim kiya,Positive,
 Ghazi Barotha aur Gwadar bandergha jaisay mansubay shuru keye gaye,Positive,
 Sindh kay bay zameen hariyon mein zameen taqseem ki gaien,Positive,
 Iqtaysadi tawun ki tanzeem ko taraqqi de gai,Positive,
 Afghanistan kay bohran ko hal karanay mein madad die gai,Positive,
 App ki raham dili aur darya dili apni aik shorat rakhti hai,Positive,
 khalon mein unhain cricket  say lagaou hai,Positive,
 Mukhtalif mawaqay par honay walay sarway kay mutabiq who iss waqt  Pakistan kay sab say baray maqbool leader hain,Positive,
 Mulk ki siasat kay haliya utar charaho aur unkay aqdamat ko daykha jaye to kaha jasakta hai kay inki maqbolyat anay walay aik taweel arsay tak barqarar rahay gi,Positive,
 Jo duniya ki mumtaz tareen shakhsiyat ki sawanah hayaat likhne ke hawale se pehchane jate hain aur inho ne Condoleezza Rice ki biography bhi tehreer ki hai,Positive,
 3 saal ki umer mein inho ne French language aur piano bajane ki classes mein admission le liya tha,Positive,
 Riyasat Colorado ke shehar Denver mein dehi aur qudrati husun se bharpor ilaqey mein palne barhne wali Condoleezza Rice ne 1974 mein 19 saal ki umar mein political science mein graduation kar liya,Positive,
 1975 mein Notre Dame University se isi mazmoon mein MA kiya aur usi dauran American estate department se wabistegi ikhteyar kar li,Positive,
 Estate department se wabistegi ke sath sath wo aik muallima ki hesiyat se bhi faraiyz anjaam deti rahin,Positive,
 1981 se 1987 tak aur phir 1993 tak wo associate professor ki hesiyat se political science parhati rahin,Positive,
" Phir 16 November 2004 ko president George Bush ne American sifaratkari ke aeham tareen mansab “ Secretary of Estate ” ke liye inhe namzad kar diya, taqriban 2 maah bad jab us mansab par taqriri ki tauseeq ke liye senate ke arkaan ki raaey shumari hui to 85 centers ne rice ke haq mein aur 13 ne in ke khilaaf vote diya",Positive,
" Is tarah wo 2005 se 2009 tak is mansab par faiyz rahen aur us dauran wo aik se ziyada martaba Pakistan ke tour par bhi aae lekin American secretary of estate, jise hamare han wazeer e kharja kaha jata hai, ke auhdey tak pohanchne ke liye Condoleezza Rice ka safar seedha sada ya aasaan na tha",Positive,
" Inhe beshumar mushkil marahil aur dushwariyon se guzarna parha, is ke bawajood in ka taweel peshawarana safar mutaddid kamiyabiyon, kamraniyon aur aezazaat se ibarat hai",Positive,
 Isi tarah Afghanistan mein dairpa aman ke qiyam ke liye in ki koshishein kitni kamiyab hui,Positive,
 Main is tajveez ki zabardast haami hon aur aik gher fitri amal ki zabardast mukhalif,Positive,
"Mujhe yaqeen hai ke jo log mazboot ikhlaqi iqdaar rakhte hain, wo aise logon ki zaroor himayat karenge",Positive,
